date,SYN:spot,SYN:vol,SYN:spot_level,SYN:vol_level
2023-02-07,0.0013922362,-0.0018612003,531.7726517899,0.1367830318
2023-02-08,0.0068946354,0.0046171535,535.4516985902,0.1414001852
2023-02-09,-0.0049842809,0.0023570881,532.7894970014,0.1437572733
2023-02-10,-0.0034718928,-0.0041626252,530.9429163925,0.1395946481
2023-02-13,0.0125044124,0.0051393892,537.6237283235,0.1447340373
2023-02-14,0.0030714423,-0.0021237527,539.2775470941,0.1426102846
2023-02-15,0.0039256255,0.0012320109,541.3987095299,0.1438422955
2023-02-16,-0.0033581703,-0.0042576782,539.5836498146,0.1395846173
2023-02-17,-0.0019209971,-0.0051625384,538.5481061607,0.1344220789
2023-02-20,0.0007773990,0.0007260722,538.9669357218,0.1351481511
2023-02-21,-0.0014929393,-0.0024355564,538.1628911253,0.1327125947
2023-02-22,0.0071783798,0.0014482050,542.0399275188,0.1341607997
2023-02-23,-0.0041749619,0.0014069563,539.7816488468,0.1355677560
2023-02-24,-0.0073074113,0.0023785898,535.8516189947,0.1379463458
2023-02-27,0.0173914985,0.0139042076,545.2523914140,0.1518505534
2023-02-28,-0.0041702867,0.0015914790,542.9832673485,0.1534420324
2023-03-01,-0.0103031099,0.0095687783,537.4175723038,0.1630108106
2023-03-02,-0.0002843802,-0.0070619353,537.2647631322,0.1559488754
2023-03-03,0.0038350359,-0.0036080043,539.3291487676,0.1523408711
2023-03-06,-0.0028392511,-0.0025380233,537.8000296768,0.1498028477
2023-03-07,-0.0033283836,0.0067322546,536.0130005133,0.1565351024
2023-03-08,-0.0100828696,0.0064147902,530.6356066695,0.1629498925
2023-03-09,0.0062859642,-0.0035207396,533.9816686758,0.1594291530
2023-03-10,0.0030041207,0.0025320421,535.5882259724,0.1619611951
2023-03-13,-0.0038461149,-0.0038682824,533.5322484327,0.1580929127
2023-03-14,0.0058773820,-0.0023284451,536.6772544002,0.1557644676
2023-03-15,0.0041261076,-0.0104298029,538.8962171790,0.1453346647
2023-03-16,-0.0022565101,0.0000217784,537.6815633519,0.1453564431
2023-03-17,0.0025952622,-0.0007965976,539.0788003127,0.1445598454
2023-03-20,-0.0012679643,-0.0010853434,538.3957008236,0.1434745020
2023-03-21,0.0050552771,-0.0035292755,541.1243314375,0.1399452266
2023-03-22,-0.0001943386,-0.0026829076,541.0191802845,0.1372623190
2023-03-23,0.0015690468,-0.0039847948,541.8687310323,0.1332775242
2023-03-24,0.0043392618,0.0012102209,544.2251501686,0.1344877451
2023-03-27,-0.0009083915,-0.0035008291,543.7310051576,0.1309869160
2023-03-28,-0.0042739231,0.0032475174,541.4120996184,0.1342344334
2023-03-29,-0.0020428001,-0.0081089680,540.3072318093,0.1261254654
2023-03-30,0.0061416488,-0.0013798138,543.6358201191,0.1247456516
2023-03-31,-0.0026635661,-0.0126227084,542.1897369033,0.1121229432
2023-04-03,-0.0008658913,-0.0018008516,541.7204627368,0.1103220916
2023-04-04,-0.0006846186,0.0019892119,541.3497177365,0.1123113035
2023-04-05,0.0139878719,0.0112503701,548.9752564105,0.1235616736
2023-04-06,-0.0049291722,0.0110049126,546.2759210229,0.1345665862
2023-04-07,0.0110259548,0.0003060247,552.3324628790,0.1348726109
2023-04-10,0.0119436017,0.0039088977,558.9688541227,0.1387815086
2023-04-11,-0.0188544097,0.0409182166,548.5285584104,0.1796997252
2023-04-12,0.0117468598,-0.0030327523,555.0100404947,0.1766669729
2023-04-13,0.0021071778,-0.0088648164,556.1807783672,0.1678021565
2023-04-14,0.0080707745,-0.0090966279,560.6877509201,0.1587055287
2023-04-17,-0.0108195513,0.0053493610,554.6540607798,0.1640548897
2023-04-18,0.0067521965,0.0042605072,558.4118664197,0.1683153969
2023-04-19,-0.0018449437,-0.0071309681,557.3825777712,0.1611844288
2023-04-20,-0.0011277093,-0.0021347345,556.7543665578,0.1590496943
2023-04-21,0.0051449119,-0.0094320879,559.6262000790,0.1496176064
2023-04-24,-0.0114310423,0.0124295377,553.2655132277,0.1620471441
2023-04-25,0.0049174285,-0.0026170285,555.9928570949,0.1594301157
2023-04-26,-0.0023767036,-0.0057184491,554.6729959657,0.1537116665
2023-04-27,-0.0121481977,0.0124640083,547.9754824614,0.1661756749
2023-04-28,-0.0031479375,-0.0057988943,546.2532021559,0.1603767806
2023-05-01,-0.0092418478,0.0054739589,541.2280696991,0.1658507395
2023-05-02,0.0043369592,-0.0020710000,543.5804511529,0.1637797395
2023-05-03,-0.0223569175,0.0564120812,531.5625104615,0.2201918208
2023-05-04,0.0140935206,-0.0081562143,539.1071379338,0.2120356065
2023-05-05,0.0056265214,-0.0169372253,542.1489852937,0.1950983812
2023-05-08,-0.0041087374,-0.0074747402,539.9260074002,0.1876236410
2023-05-09,0.0145900604,0.0012216381,547.8613079558,0.1888452791
2023-05-10,0.0288964186,0.0286309115,563.9234897621,0.2174761906
2023-05-11,0.0213810714,0.0111676113,576.1106006075,0.2286438019
2023-05-12,0.0110660878,-0.0093389229,582.5212963646,0.2193048790
2023-05-15,-0.0128880476,0.0140230774,575.0619058896,0.2333279565
2023-05-16,0.0045793043,-0.0100125167,577.7013281194,0.2233154397
2023-05-17,0.0043564867,-0.0173669063,580.2235663543,0.2059485334
2023-05-18,0.0100968346,-0.0015319651,586.1116632839,0.2044165683
2023-05-19,0.0106202909,-0.0036497047,592.3695109334,0.2007668636
2023-05-22,-0.0182779105,0.0269813283,581.6405839084,0.2277481919
2023-05-23,-0.0003417208,-0.0177028824,581.4418591813,0.2100453095
2023-05-24,-0.0051341595,-0.0082929584,578.4642941215,0.2017523511
2023-05-25,-0.0009912475,-0.0084909398,577.8911769127,0.1932614113
2023-05-26,0.0080104572,-0.0063685606,582.5389399342,0.1868928507
2023-05-29,0.0010201038,-0.0053069592,583.1334933435,0.1815858914
2023-05-30,-0.0097458485,0.0087459070,577.4779663807,0.1903317984
2023-05-31,0.0070316682,-0.0001502764,581.5529098929,0.1901815220
2023-06-01,0.0062314705,-0.0017688196,585.1881543850,0.1884127025
2023-06-02,-0.0067824796,-0.0032529293,581.2325572363,0.1851597732
2023-06-05,0.0057010687,0.0002251577,584.5556676142,0.1853849309
2023-06-06,-0.0064095186,-0.0018606956,580.8209288951,0.1835242354
2023-06-07,0.0032972135,-0.0042135929,582.7391801937,0.1793106424
2023-06-08,0.0076014278,-0.0057202309,587.1857085830,0.1735904116
2023-06-09,-0.0097780962,0.0002386227,581.4721297164,0.1738290342
2023-06-12,0.0125270197,-0.0081973595,588.8020577729,0.1656316747
2023-06-13,0.0191342482,0.0124072057,600.1768192234,0.1780388804
2023-06-14,-0.0014407378,-0.0098559198,599.3127443849,0.1681829606
2023-06-15,-0.0170751482,0.0282236619,589.1662633344,0.1964066225
2023-06-16,0.0086121607,-0.0020558194,594.2621697878,0.1943508030
2023-06-19,0.0055585122,-0.0134489445,597.5745808288,0.1809018585
2023-06-20,0.0110247890,-0.0089611713,604.1991647306,0.1719406873
2023-06-21,0.0074143078,-0.0030918956,608.6955314459,0.1688487916
2023-06-22,0.0018180839,-0.0048946048,609.8031975832,0.1639541868
2023-06-23,-0.0108612123,0.0076842943,603.2158337258,0.1716384811
2023-06-26,0.0021746575,-0.0086296089,604.5290489336,0.1630088722
2023-06-27,-0.0074332814,-0.0052525517,600.0520743187,0.1577563205
2023-06-28,0.0075035350,-0.0030299221,604.5715207828,0.1547263984
2023-06-29,0.0118860800,-0.0010781038,611.8003825280,0.1536482946
2023-06-30,-0.0099232450,0.0092614593,605.7593603025,0.1629097539
2023-07-03,0.0057171092,-0.0005937085,609.2324713336,0.1623160454
2023-07-04,-0.0125995687,0.0117553369,601.6045600509,0.1740713823
2023-07-05,0.0052794580,-0.0039738587,604.7891050149,0.1700975236
2023-07-06,0.0022903316,-0.0056814341,606.1758600490,0.1644160895
2023-07-07,0.0138197626,0.0060973736,614.6112195874,0.1705134630
2023-07-10,-0.0238827834,0.0623069678,600.1064890856,0.2328204309
2023-07-11,-0.0118144795,0.0043910680,593.0582608400,0.2372114989
2023-07-12,-0.0053974148,-0.0064720846,589.8659023822,0.2307394143
2023-07-13,0.0017420624,-0.0084599732,590.8943811813,0.2222794411
2023-07-14,0.0027706447,-0.0125315097,592.5338096767,0.2097479314
2023-07-17,0.0003289940,-0.0101494529,592.7287817938,0.1995984785
2023-07-18,-0.0003105296,-0.0079296482,592.5447505448,0.1916688304
2023-07-19,-0.0046008145,-0.0011708363,589.8248237738,0.1904979941
2023-07-20,0.0001167307,-0.0035296536,589.8936784653,0.1869683405
2023-07-21,0.0102738500,0.0058700269,595.9853967332,0.1928383674
2023-07-24,0.0016610008,-0.0132653034,596.9761515749,0.1795730640
2023-07-25,0.0005873452,-0.0079853222,597.3268856675,0.1715877418
2023-07-26,0.0069247739,-0.0113629876,601.4775940836,0.1602247542
2023-07-27,-0.0113106060,0.0095122983,594.7128468293,0.1697370525
2023-07-28,0.0073135870,-0.0105711648,599.0782750004,0.1591658877
2023-07-31,-0.0030094358,0.0000894634,597.2780975306,0.1592553511
2023-08-01,-0.0110526676,0.0136876673,590.7129294145,0.1729430184
2023-08-02,-0.0098401703,0.0011464017,584.9287190908,0.1740894202
2023-08-03,0.0021490897,-0.0055413006,586.1871350922,0.1685481196
2023-08-04,-0.0104853220,0.0104757983,580.0728851967,0.1790239179
2023-08-07,0.0042410474,0.0002213436,582.5382259159,0.1792452615
2023-08-08,0.0025956554,-0.0040686332,584.0522584854,0.1751766283
2023-08-09,0.0138423504,0.0030146984,592.1931289263,0.1781913266
2023-08-10,0.0033659224,-0.0074224671,594.1897633946,0.1707688596
2023-08-11,0.0046830147,-0.0033224161,596.9788884388,0.1674464434
2023-08-14,-0.0000741638,-0.0055118551,596.9346158779,0.1619345883
2023-08-15,0.0036804578,-0.0073595336,599.1356564931,0.1545750548
2023-08-16,-0.0120359934,0.0103504863,591.9676870287,0.1649255411
2023-08-17,-0.0027604216,-0.0011330169,590.3358599271,0.1637925242
2023-08-18,-0.0027273207,-0.0081436958,588.7280182414,0.1556488284
2023-08-21,0.0088343646,-0.0022927703,593.9520979525,0.1533560581
2023-08-22,-0.0075663672,0.0060753662,589.4749973232,0.1594314243
2023-08-23,0.0046788356,-0.0049357496,592.2395162569,0.1544956747
2023-08-24,-0.0090054746,0.0106654962,586.9300613276,0.1651611710
2023-08-25,-0.0149908302,0.0184371461,578.1971130303,0.1835983170
2023-08-28,0.0176015123,0.0094358651,588.4643509881,0.1930341821
2023-08-29,-0.0159638287,0.0145336570,579.1447927241,0.2075678391
2023-08-30,0.0171392822,-0.0037188134,589.1564701450,0.2038490257
2023-08-31,-0.0033270021,-0.0122842931,587.1996024104,0.1915647326
2023-09-01,-0.0064239516,-0.0032331863,583.4395506888,0.1883315463
2023-09-04,-0.0028377672,-0.0098458463,581.7862320201,0.1784857000
2023-09-05,-0.0034360026,-0.0113453858,579.7906433975,0.1671403143
2023-09-06,0.0035819850,-0.0008827706,581.8711687473,0.1662575437
2023-09-07,0.0013683122,-0.0100492223,582.6678951101,0.1562083213
2023-09-08,-0.0004900190,-0.0058460523,582.3824466871,0.1503622691
2023-09-11,-0.0051844736,-0.0002146550,579.3709136048,0.1501476141
2023-09-12,-0.0048584990,-0.0035296818,576.5628675587,0.1466179323
2023-09-13,-0.0037746825,-0.0011529780,574.3906281281,0.1454649543
2023-09-14,-0.0013400714,-0.0018342522,573.6214192140,0.1436307020
2023-09-15,-0.0095092338,0.0082922793,568.1925719985,0.1519229813
2023-09-18,-0.0175075283,0.0380792624,558.3314978630,0.1900022437
2023-09-19,-0.0005949544,-0.0107182595,557.9994148793,0.1792839842
2023-09-20,-0.0044709313,-0.0092306536,555.5102065236,0.1700533305
2023-09-21,-0.0071489592,0.0005840410,551.5530483675,0.1706373716
2023-09-22,0.0123122875,-0.0032301774,558.3859057943,0.1674071942
2023-09-25,-0.0028738560,-0.0038560848,556.7834887536,0.1635511094
2023-09-26,-0.0085932645,0.0030287813,552.0193998015,0.1665798907
2023-09-27,0.0043324691,-0.0073104878,554.4161950652,0.1592694029
2023-09-28,0.0004459845,-0.0034454655,554.6635112328,0.1558239374
2023-09-29,0.0019922306,-0.0031631039,555.7696303000,0.1526608335
2023-10-02,-0.0068223501,-0.0104063877,551.9908799405,0.1422544459
2023-10-03,-0.0057701026,-0.0007353509,548.8150073113,0.1415190950
2023-10-04,-0.0035060806,-0.0018151520,546.8941869180,0.1397039431
2023-10-05,-0.0061492070,0.0034607897,543.5415399746,0.1431647328
2023-10-06,0.0019596256,-0.0063023161,544.6077222088,0.1368624167
2023-10-09,0.0009302585,-0.0082888733,545.1145838724,0.1285735434
2023-10-10,0.0093958099,0.0027729943,550.2605140942,0.1313465376
2023-10-11,-0.0060170845,0.0050266006,546.9594913027,0.1363731382
2023-10-12,0.0085851196,-0.0075938767,551.6754183690,0.1287792615
2023-10-13,-0.0013005065,-0.0087043299,550.9584272454,0.1200749316
2023-10-16,-0.0080182264,0.0054456157,546.5583816966,0.1255205473
2023-10-17,0.0073954334,-0.0097507316,550.6154010034,0.1157698157
2023-10-18,0.0012751314,-0.0039668583,551.3179558059,0.1118029574
2023-10-19,-0.0008478767,0.0020654836,550.8507042674,0.1138684409
2023-10-20,0.0046897775,-0.0044040182,553.4401387122,0.1094644228
2023-10-23,0.0030183889,0.0000124417,555.1131599330,0.1094768645
2023-10-24,-0.0038361426,-0.0021819067,552.9877459883,0.1072949579
2023-10-25,-0.0024431398,0.0017861997,551.6383686678,0.1090811575
2023-10-26,0.0286099215,0.0477130350,567.6486332687,0.1567941925
2023-10-27,-0.0028016259,0.0007810634,566.0605198206,0.1575752559
2023-10-30,-0.0077858664,0.0027595216,561.6703610111,0.1603347775
2023-10-31,-0.0156837076,0.0287205102,552.9300070337,0.1890552877
2023-11-01,-0.0081447392,0.0010257603,548.4448264587,0.1900810479
2023-11-02,-0.0027658378,-0.0093936066,546.9300128756,0.1806874413
2023-11-03,0.0054435778,-0.0003420849,549.9153871639,0.1803453564
2023-11-06,-0.0023792198,-0.0093724390,548.6085727805,0.1709729174
2023-11-07,-0.0136914250,0.0170836565,541.1485255364,0.1880565739
2023-11-08,0.0201019682,0.0194767721,552.1367484086,0.2075333459
2023-11-09,-0.0156783180,0.0200112982,543.5476798928,0.2275446441
2023-11-10,0.0039823300,-0.0142578831,545.7165818928,0.2132867610
2023-11-13,-0.0112082885,0.0042675597,539.6341832970,0.2175543207
2023-11-14,-0.0073894827,-0.0070864372,535.6612628025,0.2104678834
2023-11-15,-0.0126093535,0.0062380326,528.9493260814,0.2167059160
2023-11-16,0.0270575690,0.0116916099,543.4567922540,0.2283975259
2023-11-17,0.0057758915,-0.0091660936,546.6048223100,0.2192314323
2023-11-20,0.0004610373,-0.0168299492,546.8568855968,0.2024014831
2023-11-21,0.0030400341,-0.0073657680,548.5218787314,0.1950357151
2023-11-22,-0.0058047334,-0.0034211085,545.3470788336,0.1916146066
2023-11-23,0.0046231345,-0.0041519796,547.8741286683,0.1874626270
2023-11-24,-0.0088336871,0.0099009948,543.0556936748,0.1973636218
2023-11-27,0.0089846261,-0.0120871622,547.9568305235,0.1852764595
2023-11-28,0.0113424392,-0.0068253882,554.2073787700,0.1784510714
2023-11-29,-0.0004097033,-0.0113898603,553.9803646596,0.1670612110
2023-11-30,-0.0062028138,-0.0037600641,550.5547627776,0.1633011469
2023-12-01,-0.0043761156,-0.0000781494,548.1507354988,0.1632229975
2023-12-04,-0.0005959681,-0.0074508672,547.8241524793,0.1557721303
2023-12-05,0.0076501519,-0.0047201687,552.0311620834,0.1510519617
2023-12-06,-0.0335778429,0.1066931210,533.8028920750,0.2577450827
2023-12-07,-0.0027536797,-0.0150451860,532.3349918533,0.2426998967
2023-12-08,-0.0017158104,-0.0135505087,531.4223891017,0.2291493879
2023-12-11,0.0029938595,-0.0111614501,533.0157770747,0.2179879379
2023-12-12,-0.0132126969,0.0007010742,526.0195226338,0.2186890120
2023-12-13,0.0126877363,-0.0045792373,532.7360382061,0.2141097747
2023-12-14,0.0144434238,0.0002009945,540.4864067717,0.2143107692
2023-12-15,-0.0020056790,-0.0082215170,539.4034509138,0.2060892523
2023-12-18,-0.0033747971,-0.0132354366,537.5861419559,0.1928538157
2023-12-19,-0.0194050257,0.0328574598,527.2548328838,0.2257112754
2023-12-20,-0.0276563606,0.0573146602,512.8726788115,0.2830259356
2023-12-21,-0.0229672390,0.0252765553,501.2276483860,0.3083024910
2023-12-22,-0.0188528952,0.0033022693,491.8665749928,0.3116047603
2023-12-25,-0.0201103514,0.0049168048,482.0737637953,0.3165215650
2023-12-26,-0.0031256640,-0.0163419272,480.5693156270,0.3001796378
2023-12-27,-0.0031890461,-0.0194674637,479.0391990139,0.2807121742
2023-12-28,-0.0125723265,-0.0079902904,473.0542629070,0.2727218838
2023-12-29,0.0132110926,-0.0052012407,479.3452907627,0.2675206431
2024-01-01,0.0167435143,-0.0014912945,487.4387831803,0.2660293486
2024-01-02,0.0168107294,-0.0023464855,495.7022474999,0.2636828631
2024-01-03,-0.0030619088,-0.0077451472,494.1867737337,0.2559377159
2024-01-04,-0.0071010186,-0.0053003431,490.6899743525,0.2506373728
2024-01-05,0.0036491206,-0.0172480246,492.4838322691,0.2333893482
2024-01-08,-0.0067865559,-0.0026767373,489.1528788296,0.2307126108
2024-01-09,0.0003600125,-0.0111421742,489.3290116718,0.2195704367
2024-01-10,-0.0007861918,-0.0089611693,488.9444563864,0.2106092674
2024-01-11,0.0066617335,-0.0019971504,492.2125475611,0.2086121169
2024-01-12,0.0002251035,-0.0083457439,492.3233587994,0.2002663730
2024-01-15,0.0144731408,0.0062625485,499.5006376907,0.2065289215
2024-01-16,-0.0025006746,-0.0090989935,498.2531096215,0.1974299280
2024-01-17,0.0005592903,-0.0108214306,498.5318557098,0.1866084974
2024-01-18,-0.0035700461,-0.0095510425,496.7552471620,0.1770574549
2024-01-19,-0.0006203035,-0.0080003996,496.4472037109,0.1690570553
2024-01-22,-0.0127158653,0.0075073977,490.1744144299,0.1765644531
2024-01-23,0.0061960126,-0.0056923404,493.2209697835,0.1708721127
2024-01-24,-0.0055762647,-0.0032855778,490.4782931537,0.1675865348
2024-01-25,-0.0039519451,-0.0066233584,488.5437749349,0.1609631765
2024-01-26,-0.0249957280,0.0552777641,476.4836216848,0.2162409406
2024-01-29,0.0067860877,-0.0169600245,479.7280774715,0.1992809161
2024-01-30,-0.0396448748,0.1199029638,461.0813830362,0.3191838799
2024-01-31,0.0310685747,0.0034596449,475.6313778690,0.3226435247
2024-02-01,-0.0064448905,-0.0091712094,472.5758425715,0.3134723153
2024-02-02,0.0063622367,-0.0188109201,475.5920667217,0.2946613952
2024-02-05,0.0069128390,-0.0129015569,478.8911479993,0.2817598382
2024-02-06,-0.0115689760,-0.0103278337,473.3827922385,0.2714320045
2024-02-07,0.0022703021,-0.0164250240,474.4587350611,0.2550069804
2024-02-08,0.0151122052,-0.0063891296,481.6833049380,0.2486178509
2024-02-09,0.0051031220,-0.0092202161,484.1476762419,0.2393976348
2024-02-12,0.0160933547,0.0038024148,492.0022703756,0.2432000496
2024-02-13,-0.0139632045,0.0089478045,485.1800826941,0.2521478541
2024-02-14,0.0062450378,-0.0175492493,488.2195314899,0.2345986048
2024-02-15,0.0118349993,-0.0065649193,494.0319363461,0.2280336855
2024-02-16,-0.0019628472,-0.0114968569,493.0631782284,0.2165368286
2024-02-19,0.0010885040,-0.0128420946,493.6001716661,0.2036947340
2024-02-20,0.0046631306,-0.0060667312,495.9072687219,0.1976280028
2024-02-21,0.0008257353,-0.0025828223,496.3169259727,0.1950451805
2024-02-22,-0.0253459255,0.0538457526,483.8953966877,0.2488909330
2024-02-23,0.0031655514,-0.0080381372,485.4296195011,0.2408527959
2024-02-26,-0.0013562612,-0.0066338721,484.7716963939,0.2342189237
2024-02-27,-0.0011778492,-0.0161456471,484.2010445675,0.2180732766
2024-02-28,0.0225398818,0.0163028513,495.2388064910,0.2343761279
2024-02-29,-0.0026179938,-0.0046318193,493.9439700214,0.2297443087
2024-03-01,0.0075218255,-0.0083695684,497.6733386124,0.2213747403
2024-03-04,-0.0024007325,-0.0037403155,496.4799910640,0.2176344248
2024-03-05,0.0013144108,-0.0099605936,497.1329987842,0.2076738312
2024-03-06,-0.0150635722,0.0200325349,489.7005203593,0.2277063661
2024-03-07,-0.0067868342,-0.0041949206,486.3882567291,0.2235114455
2024-03-08,0.0008148527,-0.0149577398,486.7847530499,0.2085537057
2024-03-11,0.0077712117,-0.0064507200,490.5823974515,0.2021029857
2024-03-12,0.0037202563,-0.0097306616,492.4108888188,0.1923723241
2024-03-13,0.0036211758,-0.0102134474,494.1972276046,0.1821588767
2024-03-14,0.0077249377,-0.0095863237,498.0296539721,0.1725725530
2024-03-15,-0.0055884248,-0.0060423661,495.2542150954,0.1665301869
2024-03-18,0.0087608066,-0.0074592163,499.6121029267,0.1590709707
2024-03-19,0.0481190431,0.0934961866,524.2407609504,0.2525671573
2024-03-20,-0.0313351567,0.0559511727,508.0683010995,0.3085183300
2024-03-21,0.0095057058,-0.0139869713,512.9208759160,0.2945313587
2024-03-22,0.0231156746,-0.0030449658,524.9154856490,0.2914863928
2024-03-25,-0.0133331396,-0.0072990222,517.9631653227,0.2841873707
2024-03-26,-0.0053594742,-0.0098605198,515.1945807915,0.2743268509
2024-03-27,-0.0074116965,-0.0131858775,511.3902306562,0.2611409734
2024-03-28,-0.0126413373,0.0045610251,504.9662635861,0.2657019984
2024-03-29,0.0014075857,-0.0145632422,505.6775473355,0.2511387562
2024-04-01,-0.0119579115,0.0009294935,499.6667101354,0.2520682497
2024-04-02,-0.0127784514,0.0007220042,493.3223651656,0.2527902538
2024-04-03,0.0002776188,-0.0104259749,493.4593397316,0.2423642790
2024-04-04,-0.0081182481,-0.0024751099,489.4695314220,0.2398891691
2024-04-05,-0.0043209984,-0.0122822687,487.3590972393,0.2276069005
2024-04-08,-0.0102900530,-0.0009309893,482.3698600752,0.2266759111
2024-04-09,-0.0080690506,0.0022816799,478.4932545854,0.2289575910
2024-04-10,-0.0018395926,-0.0135368932,477.6138310537,0.2154206979
2024-04-11,-0.0015824895,-0.0029762157,476.8586098838,0.2124444822
2024-04-12,0.0146603725,-0.0028506749,483.9010308623,0.2095938073
2024-04-15,-0.0092070058,-0.0029935331,479.4661983376,0.2066002743
2024-04-16,-0.0114792358,-0.0022090088,473.9937625587,0.2043912655
2024-04-17,-0.0033630853,-0.0116415980,472.4023586066,0.1927496675
2024-04-18,0.0063616047,-0.0137089292,475.4171750585,0.1790407383
2024-04-19,-0.0034503391,-0.0081759408,473.7796512444,0.1708647975
2024-04-22,0.0022546390,-0.0036159173,474.8490584373,0.1672488803
2024-04-23,0.0276718059,0.0277396782,488.1724808402,0.1949885585
2024-04-24,-0.0014630009,-0.0107969316,487.4588062396,0.1841916270
2024-04-25,0.0047322438,-0.0108489417,489.7710468792,0.1733426852
2024-04-26,0.0029407947,-0.0091660881,491.2134829150,0.1641765971
2024-04-29,0.0114519671,-0.0055876811,496.8711776025,0.1585889160
2024-04-30,0.0145377384,-0.0005163772,504.1473219923,0.1580725387
2024-05-01,0.0038100010,0.0030787049,506.0717875553,0.1611512436
2024-05-02,0.0089380212,-0.0009162779,510.6153428545,0.1602349657
2024-05-03,-0.0024162728,-0.0086960109,509.3830462845,0.1515389549
2024-05-06,0.0082408640,0.0012083362,513.5981468806,0.1527472911
2024-05-07,0.0015554845,0.0009433091,514.3976624916,0.1536906002
2024-05-08,-0.0141913375,0.0188361973,507.1492257945,0.1725267974
2024-05-09,0.0016134742,-0.0072228606,507.9681584767,0.1653039368
2024-05-10,0.0184263733,0.0052126460,517.4149370434,0.1705165828
2024-05-13,-0.0120194548,0.0043075390,511.2331170516,0.1748241218
2024-05-14,-0.0021979657,-0.0008103075,510.1106781896,0.1740138143
2024-05-15,-0.0024531043,0.0074755195,508.8608570741,0.1814893338
2024-05-16,0.0033485970,-0.0102566515,510.5676831670,0.1712326823
2024-05-17,0.0024423590,-0.0131339928,511.8161968029,0.1580986895
2024-05-20,-0.0017508555,0.0003845757,510.9208646436,0.1584832651
2024-05-21,-0.0039170325,0.0005934557,508.9234854760,0.1590767208
2024-05-22,0.0030758741,-0.0034952701,510.4912799679,0.1555814507
2024-05-23,0.0022341214,0.0005468615,511.6330544312,0.1561283122
2024-05-24,-0.0006223532,-0.0070247254,511.3147370250,0.1491035868
2024-05-27,0.0015061340,-0.0038136765,512.0854257651,0.1452899103
2024-05-28,0.0190993787,0.0198759558,521.9599376014,0.1651658662
2024-05-29,0.0081972192,-0.0040447187,526.2561420276,0.1611211474
2024-05-30,-0.0142447956,0.0232756186,518.8128706419,0.1843967661
2024-05-31,-0.0026020306,-0.0082333893,517.4646584948,0.1761633768
2024-06-03,0.0031357846,-0.0051116552,519.0898630022,0.1710517215
2024-06-04,-0.0111317567,0.0100504977,513.3435237043,0.1811022192
2024-06-05,-0.0047511288,-0.0128425057,510.9103472476,0.1682597135
2024-06-06,-0.0025813032,-0.0053917197,509.5932333774,0.1628679939
2024-06-07,-0.0063264640,-0.0064502426,506.3794866913,0.1564177512
2024-06-10,0.0109579415,-0.0026544943,511.9588769878,0.1537632570
2024-06-11,0.0028076818,-0.0115278747,513.3983143931,0.1422353823
2024-06-12,-0.0012300312,-0.0007371769,512.7672066822,0.1414982054
2024-06-13,-0.0054619986,-0.0011429094,509.9741078295,0.1403552960
2024-06-14,-0.0316716092,0.1033623635,494.0755033118,0.2437176595
2024-06-17,0.0069490724,-0.0055355635,497.5208267808,0.2381820960
2024-06-18,-0.0112082702,0.0024325914,491.9756130969,0.2406146874
2024-06-19,-0.0057559297,-0.0099706500,489.1519701873,0.2306440374
2024-06-20,0.0022308742,-0.0196069137,490.2444247898,0.2110371237
2024-06-21,0.0207235721,0.0092240036,500.5100432226,0.2202611274
2024-06-24,-0.0042221494,-0.0098592284,498.4012699347,0.2104018989
2024-06-25,0.0004259026,-0.0112885527,498.6135855226,0.1991133462
2024-06-26,-0.0038043083,-0.0044363457,496.7203092893,0.1946770006
2024-06-27,-0.0074903722,-0.0049139802,493.0135889750,0.1897630204
2024-06-28,0.0043609158,-0.0077559227,495.1682745018,0.1820070977
2024-07-01,0.0131245037,0.0037126278,501.7099465474,0.1857197256
2024-07-02,-0.0094351816,0.0047035031,496.9984838001,0.1904232287
2024-07-03,-0.0052244314,-0.0076899155,494.4087202455,0.1827333132
2024-07-04,-0.0036048693,-0.0003995029,492.6296500341,0.1823338104
2024-07-05,0.0053956827,-0.0018708602,495.2949072799,0.1804629501
2024-07-08,-0.0014273662,0.0000268414,494.5884443592,0.1804897915
2024-07-09,0.0035234896,-0.0074773576,496.3341953849,0.1730124339
2024-07-10,-0.0000405102,-0.0063842645,496.3140891850,0.1666281693
2024-07-11,-0.0002903388,-0.0024557641,496.1700108525,0.1641724053
2024-07-12,-0.0030062820,-0.0033732455,494.6806237609,0.1607991598
2024-07-15,0.0186213553,0.0136460091,503.9785487035,0.1744451689
2024-07-16,-0.0151445468,0.0217185442,496.4035268977,0.1961637131
2024-07-17,0.0180755208,0.0045303158,505.4578635806,0.2006940289
2024-07-18,-0.0050462569,-0.0090638500,502.9136182039,0.1916301789
2024-07-19,0.0168412688,0.0016484108,511.4550439923,0.1932785897
2024-07-22,-0.0024043907,-0.0064196031,510.2267834219,0.1868589866
2024-07-23,-0.0035057928,-0.0079434461,508.4411658505,0.1789155405
2024-07-24,-0.0115298607,0.0030911315,502.6125760426,0.1820066719
2024-07-25,-0.0066272769,-0.0021904326,499.2926365575,0.1798162393
2024-07-26,-0.0051713757,0.0023833552,496.7172716008,0.1821995944
2024-07-29,-0.0132127560,0.0185082712,490.1974348609,0.2007078656
